"temperature","humidity","pressure","image"
208.7037506,3.447809517,24199.99924,1
208.5643921,3.446268141,24299.99924,1
208.6282959,3.451884657,24499.99924,1
208.499115,3.70506227,25099.99924,1
208.0992889,3.829001874,24799.99924,1
207.8165894,4.088318199,25399.99924,0
208.303894,3.749389082,25499.99924,0
208.2233887,3.873098493,25099.99924,0
208.1678009,3.874929398,24899.99924,0
209.1166077,3.494674683,20599.99924,0
209.5333557,3.245606184,20699.99924,0
209.9751129,2.987217933,19799.99924,0
209.9459076,2.860393584,19399.99924,0
210.0036163,2.860267431,19499.99924,0
209.9988708,2.986391068,19799.99924,0
209.5904083,3.365661919,19699.99924,0
209.0007629,3.362281501,28399.99924,1
209.1029358,3.331734359,19299.99924,1
209.2372437,3.34168613,21799.99924,1
208.8897247,3.48316136,17299.99924,1
208.6255951,3.850333929,17299.99924,1
207.9299622,3.979557395,17399.99924,1
208.0304565,3.979994774,16899.99924,1
207.6268005,4.23112464,17199.99924,1
207.443512,4.351785034,17899.99924,1
207.3196411,4.47648409,17999.99924,1
207.1684723,4.479616463,17199.99924,1
207.4759064,4.604362756,10799.99924,1
207.3145599,4.619497061,10799.99924,1
207.2805939,4.624644518,10799.99924,0
208.2093811,4.204146385,10799.99924,0
208.5649414,4.007109761,10799.99924,0
208.5993042,3.936798573,12399.99924,0
208.3909302,4.354539543,12899.99924,0
208.2765198,4.352774799,12999.99924,0
208.1024475,4.231691331,12899.99924,0
208.5095215,4.217592567,17199.99924,0
208.5266113,3.97304365,13399.99924,0
208.4435577,4.203923196,12399.99924,0
208.1479187,4.333854944,12699.99924,0
207.763504,4.586539894,16399.99924,1
207.4372253,4.824851394,23599.99924,1
207.9720764,4.479718298,23799.99924,1
208.055481,4.219425946,23199.99924,1
208.1156769,4.21103403,17599.99924,1
207.8379211,4.7206617,17199.99771,1
207.3301697,4.858271211,15699.99924,1
207.3017578,4.983187318,16499.99924,1
207.5556946,4.603039682,16499.99924,1
207.8025665,4.47951138,16899.99924,1
207.864624,4.607061982,11099.99924,1
207.5449371,4.854314625,11299.99771,1
207.2460632,4.971716285,11799.99924,1
207.3092651,4.970238626,15099.99924,0
206.8093872,5.332706392,15099.99924,0
207.053894,5.218769372,14999.99924,0
206.9959412,5.336441129,14599.99924,0
207.0572205,5.084156692,28899.99924,0
207.3239746,5.075406313,12599.99924,0
207.5285645,4.835517764,28799.99924,0
207.4756012,4.712354958,25199.99924,0
207.6542053,4.465448201,25399.99924,0
207.5683289,4.465430975,25499.99924,0
207.5153656,4.472234428,25399.99924,0
206.8031311,4.701018065,23499.99924,1
206.4845276,4.950745195,23999.99924,1
206.8277283,4.726502329,23699.99924,1
207.1289063,4.602074504,23399.99924,1
207.0661011,4.472475231,22599.99924,1
206.9588776,4.851128995,23099.99924,1
206.6000824,4.850454807,24299.99924,1
206.5657196,4.865323246,25999.99924,1
206.4866943,4.989186257,26399.99924,1
206.4544067,5.100555629,28299.99924,1
206.2006531,5.474254668,29099.99924,1
205.8270416,5.728993475,30599.99924,1
205.5480194,5.980304569,31299.99924,1
205.7210083,5.868780255,32299.99924,0
205.8915863,5.879864395,32499.99924,0
206.0964508,5.756250083,32699.99924,0
206.2772522,5.504478633,32999.99924,0
206.1625671,5.645282,16599.99924,0
206.0967712,5.893503398,16599.99924,0
206.2367401,5.776290387,17399.99924,0
206.4138336,5.64952746,17699.99924,0
206.7460632,5.508197665,17799.99924,0
206.8093567,5.509136736,17599.99924,0
206.7497711,5.744546682,17099.99924,0
206.4773712,6.005281746,17199.99924,1
206.8054199,6.011669368,17199.99924,1
206.3744202,6.376840174,16599.99924,1
206.6634979,6.120472014,16299.99924,1
206.5837097,6.611693352,16099.99924,1
205.7987213,6.616152287,15999.99924,1
205.5118103,6.501744926,15999.99924,1
205.5182495,6.759269774,15199.99924,1
205.3694916,7.014259338,14399.99924,1
205.4705505,7.016218722,13799.99924,1
205.3647766,7.011329949,13499.99924,1
205.4763489,7.012390256,13999.99924,1
205.4135132,7.00710839,16999.99924,1
205.3178406,7.133525908,13699.99924,0
205.3266144,7.153011918,17199.99924,0
204.8479156,7.166006148,17599.99924,0
204.7822571,7.395483971,17499.99924,0
204.9903564,7.392810047,17899.99924,0
205.1890106,6.885213196,18899.99924,0
205.3816528,6.747726887,19199.99924,0
205.910965,6.63287425,19899.99924,0
206.0180969,6.404765725,20199.99924,0
205.8049622,6.631986141,20299.99924,0
205.5113831,7.107375681,18999.99924,0
204.9980621,7.872346699,18699.99924,1
204.2308807,8.766528785,16199.99924,1
204.7368927,8.016048193,23199.99924,1
204.7192993,8.017912984,23299.99924,1
204.6460419,8.007196486,23599.99924,1
204.5208435,8.751432121,22099.99924,1
204.0874939,8.637533307,22099.99924,1
204.5189514,8.310905963,22599.99924,1
205.8157806,7.802463949,22999.99924,1
206.546875,6.140518844,22999.99924,1
206.5085907,4.887369663,22299.99924,1
207.0522614,6.292511344,14799.99924,1
206.9068909,13.88482541,14099.99924,1
207.6451874,13.88548905,13199.99924,0
207.8063965,5.034223378,26699.99924,0
208.0813904,4.533472002,26999.99924,0
208.0270691,4.15781343,27099.99924,0
208.3137817,4.019035459,27699.99924,0
208.349762,4.012148619,27899.99924,0
208.663208,3.897643507,20899.99924,0
208.6924438,3.895207345,24099.99924,0
208.267334,4.00890094,24599.99924,0
208.5667267,4.004787266,24599.99924,0
208.5358582,4.008803189,23799.99924,0
208.6309052,4.119241893,23599.99924,1
209.1204071,3.864234269,23099.99924,1
208.5681458,4.634370446,22599.99924,1
208.403183,4.625826061,22399.99771,1
208.3819275,4.633973062,22099.99771,1
208.5961456,5.38465023,24299.99771,1
208.5666809,5.136509597,25399.99924,1
208.3049622,5.015026867,24999.99771,1
208.4119568,4.368453622,24399.99924,1
208.9101715,3.878063917,27799.99771,1
209.3445129,3.372911572,24499.99771,1
209.4919281,3.383055627,23599.99771,1
209.2890778,5.556708813,23799.99924,1
210.3540497,5.860078037,23199.99924,0
209.8999939,3.107248366,23899.99924,0
209.6871948,3.105786324,23899.99924,0
209.7228546,3.074109256,22199.99771,0
210.1475067,2.897611558,22099.99924,0
210.0720215,3.240757167,23199.99924,0
209.7247772,3.230062664,23299.99771,0
209.6169739,3.370732248,23299.99771,0
209.4796753,3.603178799,22999.99771,0
209.1307373,3.870467126,21199.99771,0
208.7970276,3.988933444,13799.99771,0
208.9442596,3.883889139,13599.99924,1
208.2265472,4.935126603,13399.99924,1
206.1871033,5.596897185,22699.99924,1
207.7416077,4.884412885,13199.99924,1
207.7385559,4.530764759,20699.99771,1
207.5982819,4.841831148,22799.99771,1
206.9419403,4.949376225,22699.99771,1
207.0982971,5.695212185,23099.99771,1
206.9699249,6.050492167,23499.99771,1
207.5812073,5.929638922,18499.99924,1
207.5335388,4.326895893,18199.99924,1
207.2324371,6.577214181,17999.99924,1
207.6239929,10.70460731,17299.99771,1
207.6169739,10.70230585,17399.99924,0
207.3397064,4.470234752,17799.99771,0
207.30159,4.851857632,17499.99771,0
206.9844666,5.226854146,17199.99771,0
206.8057861,5.344512045,17599.99771,0
206.949646,5.340827048,25499.99924,0
206.8334503,5.592788696,26199.99924,0
207.2486267,5.593539059,27499.99924,0
207.1960754,5.337651789,26899.99924,0
207.0659943,5.33763665,24499.99771,0
207.3799438,5.210278153,26599.99924,0
207.3598022,5.950064063,28099.99924,1
206.8141327,5.696589828,29699.99924,1
206.6373596,5.593651474,33199.99924,1
206.9244385,5.590125531,33599.99924,1
207.7387085,5.093874782,30899.99924,1
207.6276855,5.094574362,29699.99771,1
207.3634491,6.27699781,29799.99771,1
206.5689392,6.814505622,28399.99771,1
205.9737854,7.184797361,26599.99924,1
206.5246277,6.210072398,25299.99924,1
207.0026245,5.849836707,25899.99924,1
208.0811157,5.721317768,28899.99924,1
209.2674255,5.106030762,28699.99924,1
209.9099121,4.348084539,26199.99924,0
210.2357025,3.82294783,26599.99771,0
210.6390686,3.572305799,30099.99771,0
210.6411743,3.335462779,25799.99771,0
210.4992218,3.833818763,26399.99771,0
209.9598083,3.957588762,31199.99924,0
210.5575867,2.835204601,34099.99924,0
211.4196014,2.210555166,27399.99924,0
212.8749084,2.335118175,30399.99924,0
213.9632874,1.964405268,23999.99924,0
214.1348419,1.721597761,24099.99924,0
214.3391418,1.72696951,23499.99924,1
214.4795837,1.609998822,26899.99924,1
214.5835266,1.469355822,25899.99771,1
214.6232605,1.477201492,25599.99771,1
214.9833527,1.485109627,25099.99771,1
215.3562317,1.484989911,23899.99771,1
215.5184784,1.357067645,22799.99771,1
215.4559326,1.348658353,22199.99771,1
215.0181274,1.60988313,21999.99771,1
214.3334656,1.856551528,22199.99771,1
213.1269684,2.458782881,21199.99771,1
211.8028717,2.509256184,21299.99771,1
210.8789368,3.026189148,21599.99771,1
210.1094818,3.280255914,21799.99771,0
210.3794861,2.987905473,21599.99771,0
210.6634064,2.87724787,21599.99924,0
210.7489319,2.874964058,21599.99924,0
211.2875061,2.86229229,21599.99924,0
211.3096313,2.866502881,21199.99771,0
211.308609,2.741145521,20799.99924,0
211.4015198,2.741517425,20599.99924,0
211.3207245,2.74491322,20199.99924,0
211.4823303,2.741662323,20199.99924,0
211.4803467,2.870691597,20099.99924,0
211.7605896,2.748328149,19499.99924,1
211.6165619,2.885520339,19499.99924,1
210.4077759,3.243357837,19499.99924,1
210.4524841,3.295184851,19399.99924,1
210.4648132,3.129897475,19099.99924,1
210.8102722,2.999888659,18999.99924,1
211.4343872,2.998948038,19199.99924,1
211.8910065,2.747453839,23199.99924,1
212.0764313,2.469055712,23199.99924,1
212.0571594,2.458679378,19699.99924,1
212.1628571,2.47015816,19599.99924,1
212.3664551,2.3594805,20799.99924,1
212.311676,2.255176842,22899.99924,1
212.0545654,2.275275469,23399.99924,0
212.1950378,2.281656146,19699.99924,0
212.1327209,2.240129203,20599.99924,0
212.1323547,2.323954552,23199.99924,0
211.8317566,2.390455604,21299.99924,0
211.7624054,2.399954081,21799.99924,0
212.1635742,2.401976556,23299.99924,0
212.251297,2.404483855,23499.99924,0
212.7582703,2.290980726,23599.99924,0
212.6890564,2.328363955,21899.99924,0
212.0331421,2.470892966,20899.99924,0
212.0365906,2.346563637,24099.99924,1
212.444397,2.163205326,24199.99924,1
211.778656,2.380271971,23399.99924,1
211.7801514,2.379689038,22999.99924,1
211.7769775,2.265285432,22799.99924,1
211.2579956,2.51271069,23099.99924,1
210.8840332,2.526340961,24299.99924,1
210.5646362,3.023095131,24799.99924,1
209.5316467,3.145438015,25899.99924,1
209.2595367,3.148633957,26499.99924,1
209.0843201,3.40451169,30299.99924,1
209.1213226,3.530971885,27299.99924,1
209.213562,3.401680291,27999.99924,1
209.204422,3.142587662,28399.99924,0
209.8787842,3.162006497,28199.99924,0
209.8823395,3.041798532,28199.99924,0
210.6483154,3.028105497,28099.99924,0
211.1183472,2.493880093,28099.99924,0
211.6965027,2.464782536,28399.99924,0
211.7030334,2.46223852,28599.99771,0
211.2913208,2.586963087,28699.99771,0
210.8010864,2.6679703,28699.99771,0
210.604187,2.675581157,28099.99771,0
210.5254822,2.940029442,27799.99771,0
210.3946686,3.082531214,27699.99771,1
210.4824219,3.082333565,26599.99771,1
210.7543335,3.041744769,27599.99771,1
211.3729248,2.788778841,27499.99771,1
211.3022308,2.541871011,27399.99771,1
211.1567688,2.797186077,26999.99771,1
210.8437042,3.037732482,26799.99771,1
211.6837006,2.658454299,26799.99771,1
212.3240662,2.539393067,26299.99771,1
212.4271088,2.286800086,26399.99771,1
212.2341614,2.198935747,26499.99771,1
212.5093994,2.194864094,26399.99924,1
212.6570129,2.072620273,26099.99771,1
212.698349,2.079776168,25599.99771,0
212.9017029,2.102413356,25499.99924,0
212.8919678,2.033229709,25599.99924,0
212.7200012,2.153239608,25199.99924,0
212.5590668,2.401924491,24999.99924,0
212.5666504,2.410420477,25099.99924,0
212.9033508,2.278739512,25199.99924,0
212.8576813,2.156406581,25099.99924,0
213.0625,2.032082915,24899.99924,0
213.5304718,2.035257876,25399.99771,0
214.0317383,1.785890877,25199.99771,0
214.4440155,1.78513962,24599.99771,1
214.5901031,1.663318038,25399.99771,1
214.8103638,1.772970796,26399.99771,1
214.3415527,1.773196816,26899.99771,1
214.279007,1.651967704,26699.99771,1
214.1379395,1.650916576,26299.99771,1
214.8167725,1.525125504,26099.99771,1
215.1875763,1.53272742,25999.99771,1
215.131958,1.416255474,29099.99771,1
215.4457245,1.290058315,32599.99771,1
215.8998108,1.286180556,25399.99771,1
215.8097687,1.41852212,27599.99771,1
215.4406738,1.412676334,23099.99771,1
215.3573303,1.56610319,24799.99771,0
214.5672913,1.795986593,28599.99771,0
213.4396973,2.000505745,29599.99771,0
212.11586,2.389747918,27399.99771,0
211.0224609,2.517468989,26199.99771,0
211.0328217,2.673388332,25899.99771,0
210.7964478,2.681427032,21099.99771,0
210.8440857,2.795138508,21199.99771,0
210.6842346,2.885115087,21299.99924,0
210.5691223,2.914844483,21399.99924,0
210.6882324,2.796612114,21399.99924,0
210.8114929,2.6828399,21599.99924,1
210.9339142,2.675542474,21199.99924,1
210.6351318,2.690416515,21299.99924,1
210.8609924,2.691703588,21499.99924,1
210.8547974,2.677371055,21499.99924,1
210.4284058,2.795790672,20699.99924,1
209.9258881,3.042802751,21999.99924,1
210.3662109,2.919231325,21999.99924,1
210.5033722,3.052488059,21899.99771,1
210.6674347,2.793169796,22099.99924,1
210.6153107,2.689247489,22799.99924,1
210.3987427,2.574185431,22999.99924,1
210.3264465,2.81830138,22899.99924,1
210.2332764,3.290853649,22499.99924,0
209.8394775,3.18744716,21999.99924,0
209.4119568,3.516752064,20699.99771,0
208.6286469,3.854184389,20799.99771,0
208.3731232,4.064432025,22899.99771,0
208.125885,4.287898242,21499.99924,0
208.2206726,3.9411605,21699.99924,0
209.0788422,3.826839626,22799.99924,0
209.0750275,3.479355156,23399.99924,0
208.5885468,3.918264449,23799.99924,0
208.1093445,4.068487346,23899.99924,0
208.2834167,4.316988885,23099.99924,1
208.2208557,3.874068022,23799.99924,1
208.0822144,4.088977873,23099.99924,1
208.1242371,4.862375379,23699.99924,1
206.7199097,5.229499996,23399.99924,1
206.9558411,5.44892025,24499.99924,1
206.8468781,5.95728606,24499.99924,1
205.7174683,6.088902831,24799.99924,1
205.466156,6.963117242,24299.99924,1
205.4650574,6.468790233,22999.99924,1
205.5133667,6.218059301,22699.99924,1
205.4941254,6.360400021,19899.99924,1
204.7725677,7.102562547,19799.99924,1
205.1661682,6.725953639,19699.99924,0
205.9530334,5.902139485,19499.99771,0
206.4769745,5.394611418,19299.99924,0
206.4183502,5.27078712,18999.99924,0
205.9072266,6.150778055,18599.99924,0
205.9648895,6.523733258,18799.99924,0
205.9181061,6.274804652,18899.99924,0
206.1315308,6.034408271,18999.99924,0
206.1585083,5.80075109,19099.99924,0
205.7563477,5.83051163,18999.99924,0
205.6651917,6.262606263,19199.99924,0
204.9863281,6.597151399,19399.99924,1
204.7676392,6.602084398,18999.99924,1
